lemma,PoS,sentiment,weight,
zeitweiligkeit,N,-0.001899589,3.533015822,
zeitweise,AJ,-0.826246842,3.533015822,
zeitwort,N,0.034454936,3.533015822,
zeitzünder,N,-0.001913831,3.533015822,
zelebrant,N,0.02987102,3.533015822,
zelebrieren,V,0.993986513,6.584443702,
zelebriert,ADJA,0.829953431,3.533015822,
zell,NE,-0.003611883,3.533015822,
zellbeweglichkeit,N,-0.028460514,3.533015822,
zellbildungsgewebe,N,0.009669289,3.533015822,
zellbiologie,N,-0.002647717,3.533015822,
zelle,N,-0.002627118,3.533015822,
zellelektrophorese,N,-0.016911629,3.533015822,
zellenartig,AJ,-0.013911845,3.533015822,
zellenbibliothek,N,0.042695211,3.533015822,
zelleneinlage,N,-0.005113351,3.533015822,
zellenförmig,AJ,-0.013911845,3.533015822,
zellenlehre,N,-0.002647717,3.533015822,
zellenlos,V,0.008382447,3.533015822,
zellenradpumpe,N,-0.000777937,3.533015822,
zellenspeicher,N,-0.014246317,3.533015822,
zellenstimulierende,V,0.093064338,3.533015822,
zellentdifferenzierung,N,0.008613174,3.533015822,
zellfaden,N,-0.005255033,3.533015822,
zellforschung,N,0.009246677,3.533015822,
zellfraktionierung,N,-0.014199341,3.533015822,
zellfrei,V,-0.005957323,3.533015822,
zellförmig,V,0.816041585,3.533015822,
zellgewebe,N,-0.002022555,3.533015822,
zellgewebsentzündung,N,-0.029363088,3.533015822,
zellglas,N,0.042206618,3.533015822,
zellhorn,N,-0.011336002,3.533015822,
zellhybridisierung,N,-0.026593949,3.533015822,
zellig,AJ,-0.001689304,3.533015822,
zellig,V,-0.003633959,3.533015822,
zellkern,NE,0.01036172,3.533015822,
zellkunde,N,-0.011894395,3.533015822,
zellmotilität,N,-0.028460514,3.533015822,
zellophan,N,0.042206618,3.533015822,
zellplasma,N,-0.010600165,3.533015822,
zellrezeptor,N,0.01560329,3.533015822,
zellschmiege,N,-0.002346336,3.533015822,
zellstoff,N,4.12E-05,3.533015822,
zellstoffchlorierung,N,-0.034210929,3.533015822,
zellstoffwatte,N,0.00882448,3.533015822,
zellteilung,N,-0.065467142,3.533015822,
zellular,AJ,-0.013911845,3.533015822,
zellulitis,N,-0.018679845,3.533015822,
zelluloid,N,-0.011336002,3.533015822,
zellulose-kunststoff,N,-1.97E-06,3.533015822,
zellulose,N,4.12E-05,3.533015822,
zelluloseazetat,N,-0.010081135,3.533015822,
zellulosebiosynthese,N,0.034495354,3.533015822,
zelluloseester,N,-0.016240861,3.533015822,
zellulosenitrat,N,-0.027533705,3.533015822,
zellulosesorbat,N,0.007795437,3.533015822,
zellulosetriazetat,N,-0.016020093,3.533015822,
zellulosexanthogenat,N,-0.000862803,3.533015822,
zellulär,V,-0.013911845,3.533015822,
zelluläre,V,0.043365067,3.533015822,
zellvermittelte,V,0.043365067,3.533015822,
zellwirkstoff,N,0.000399569,3.533015822,
zellwolle,N,0.004307857,3.533015822,
zellzählung,N,0.000955974,3.533015822,
zellähnlich,V,0.825424342,3.533015822,
zelot,N,-0.48306238,6.687792676,
zelotismus,N,-0.032878688,3.533015822,
zelt,N,0.009980522,3.533015822,
zeltbahn,N,-0.002538031,3.533015822,
zeltbaracke,N,0.003660012,3.533015822,
zeltbewohner,N,0.017310837,3.533015822,
zeltdach,N,0.054942585,3.533015822,
zelteingang,N,0.026462567,3.533015822,
zelter,N,0.007297548,3.533015822,
zeltler,N,0.017310837,3.533015822,
zeltplatz,N,-0.003862031,3.533015822,
zementartig,V,0.060211959,3.533015822,
zementation,N,0.002941197,3.533015822,
zementgrieß,N,-0.051666178,3.533015822,
zementieren,V,-0.012685423,3.533015822,
zementit,N,-0.037835253,3.533015822,
zementputz,N,0.003074986,3.533015822,
zementsilo,N,-0.014246317,3.533015822,
zen,N,0.08999434,3.533015822,
zenbuddhismus,N,0.08999434,3.533015822,
zenit,N,0.829953431,3.533015822,
zenitalpunkt,N,0.829953431,3.533015822,
zenitdistanz,N,0.829953431,3.533015822,
zenitwinkel,N,0.829953431,3.533015822,
zensieren,V,-0.829953431,3.533015822,
zensor,N,-0.829953431,3.533015822,
zensur,N,-1.071514538,8.827833906,
zensurbehörde,N,-0.829953431,3.533015822,
zensurbestimmung,N,-0.829953431,3.533015822,
zensurieren,V,-0.829953431,3.533015822,
zensus,N,0.00489192,3.533015822,
zentaur,N,-0.000964588,3.533015822,
zentesimal,AJ,-0.008631267,3.533015822,
zentiliter,N,0.002783207,3.533015822,
zentimeter-gramm-sekunde-system,N,0.01448277,3.533015822,
zentimeter,N,0.01448277,3.533015822,
zentimeterweise,AJ,0.026469871,3.533015822,
zentner,N,-0.018465385,3.533015822,
zentral...,N,0.021369973,3.533015822,
zentral,ADJA,0.006163757,3.533015822,
zentral,AJ,0.011244707,3.533015822,
zentralamerika,NE,0.02221943,3.533015822,
zentralbank,N,0.005378405,3.533015822,
zentralbankchef,N,0.004217134,3.533015822,
zentrale,N,0.046024736,3.533015822,
zentraleinheit,N,0.003479679,3.533015822,
zentraleuropa,NE,0.016854777,3.533015822,
zentralfriedhof,N,-0.005184794,3.533015822,
zentralganglion,N,-0.000919696,3.533015822,
zentralisation,N,0.035389961,3.533015822,
zentralisieren,V,0.004707969,3.533015822,
zentralisierung,N,0.035389961,3.533015822,
zentralismus,N,0.002548214,3.533015822,
zentralistisch,AJ,-0.3814476,6.584443702,
zentralität,N,0.000642009,3.533015822,
zentralkörperchen,N,-0.000596005,3.533015822,
zentralmassiv,N,-0.038184663,3.533015822,
zentralnervensystem,N,-0.0123146,3.533015822,
zentralrat,N,0.003555371,3.533015822,
zentralrechner,N,0.003131306,3.533015822,
zentralschweiz,NE,0.001668231,3.533015822,
zentralstelle,N,-0.024988487,3.533015822,
zentralumschalter,N,0.048290674,3.533015822,
zentralverschluss,N,-0.034767745,3.533015822,
zentrierbacken,N,-0.039909473,3.533015822,
zentrierbolzen,N,-0.014751094,3.533015822,
zentrieren,V,-0.001402862,3.533015822,
zentrierflansch,N,0.01653732,3.533015822,
zentrierleiste,N,0.015398873,3.533015822,
zentrierring,N,-0.028235929,3.533015822,
zentrierspitze,N,-0.014751094,3.533015822,
zentrierung,N,0.030149967,3.533015822,
zentrifugal,AJ,-0.001900087,3.533015822,
zentrifugalmaschine,N,0.04624376,3.533015822,
zentrifugalsortierer,N,0.037719475,3.533015822,
zentrifugation,N,-0.003680005,3.533015822,
zentrifuge,N,-0.023764389,3.533015822,
zentrifugieren,V,-0.003680005,3.533015822,
zentrifugierung,N,-0.003680005,3.533015822,
zentriol,N,-0.000596005,3.533015822,
zentripetal,AJ,0.011881115,3.533015822,
zentrisch,AJ,0.00259031,3.533015822,
zentromer,N,0.002856791,3.533015822,
zentrum,N,0.073344147,3.533015822,
zenturie,N,0.027220398,3.533015822,
zenturio,N,0.001122786,3.533015822,
zeolith,N,-0.00085242,3.533015822,
zephir,N,-0.020624426,3.533015822,
zeppelin,N,-0.023210146,3.533015822,
zer,N,0.000341396,3.533015822,
zerbersten,V,-0.484796217,6.687792676,
zerberus,N,0.002460126,3.533015822,
zerbeult,AJ,-0.365376884,4.943675684,
zerbrechen,V,-0.117382804,3.533015822,
zerbrechlich,AJ,-0.829953431,3.533015822,
zerbrechlichkeit,N,-0.398548578,6.584443702,
zerbröckeln,V,-0.829953431,3.533015822,
zerdeppern,V,-0.829953431,3.533015822,
zerdrücken,V,-0.033113814,3.533015822,
zerealie,N,0.004306902,3.533015822,
zerebellar,V,0.018088337,3.533015822,
zerebellum,N,0.002924067,3.533015822,
zerebral,AJ,0.016946155,3.533015822,
zerebral,V,-0.025142277,3.533015822,
zerebralsklerose,N,-0.009220202,3.533015822,
zerebrospinal,V,-0.001237162,3.533015822,
zerebrospinalflüssigkeit,N,-0.018838615,3.533015822,
zerebrovaskulär,V,0.001333345,3.533015822,
zerebrum,N,0.000259501,3.533015822,
zeremonie,N,0.170864173,3.533015822,
zeremoniell,AJ,0.388489878,6.584443702,
zeremonienmeister,N,0.005332982,3.533015822,
zeremoniös,V,0.008254418,3.533015822,
zerfahren,AJ,-0.894756313,6.687792676,
zerfall,N,-0.607503072,6.584443702,
zerfallen,V,-0.5782567,6.584443702,
zerfallsprodukt,N,-0.009329424,3.533015822,
zerfasert,AJ,-0.511527637,4.943675684,
zerfetzen,V,-0.505144821,6.687792676,
zerfleddern,V,-0.106195031,3.533015822,
zerfleischen,V,-0.093251908,3.533015822,
zerfleischung,N,-0.080632964,3.533015822,
zerfließen,V,0.001757792,3.533015822,
zerfließend,AJ,0.001757792,3.533015822,
zerfressen,V,-0.013436282,3.533015822,
zerfressend,AJ,-0.829953431,3.533015822,
zerfurchen,V,-0.00397151,3.533015822,
zerfurcht,AJ,-0.020390379,3.533015822,
zerfurcht,V,-0.00397151,3.533015822,
zergehen,V,-0.024932631,3.533015822,
zergehend,AJ,0.001757792,3.533015822,
zergliedern,V,-0.012116117,3.533015822,
zergliedernd,AJ,0.036402919,3.533015822,
zergliederung,N,-0.017653749,3.533015822,
zerhacken,V,-0.070834616,3.533015822,
zerhacker,N,0.000482777,3.533015822,
zerissenheit,N,-0.730753767,4.943675684,
zerkauen,V,-0.119533653,3.533015822,
zerkleinern,V,-0.793120679,3.533015822,
zerkleinert,AJ,-0.048607634,3.533015822,
zerkleinerung,N,-0.825421478,3.533015822,
zerkleinerungsmaschine,N,-0.000534263,3.533015822,
zerklüftet,AJ,-0.475160717,6.687792676,
zerklüftetheit,N,-0.025597756,3.533015822,
zerklüftung,N,-0.089632481,3.533015822,
zerknallen,V,-0.041725328,3.533015822,
zerknirscht,AJ,-0.431575989,6.584443702,
zerknirschung,N,-0.104020553,3.533015822,
zerknistern,V,-0.022412726,3.533015822,
zerknittern,V,-1.213889356,6.687792676,
zerknüllen,V,-0.829953431,3.533015822,
zerkratzen,V,-0.067040567,3.533015822,
zerlegbar,AJ,0.003981212,3.533015822,
zerlegen,V,-0.089820283,3.533015822,
zerlegung,N,-0.582544607,6.584443702,
zerlegungsmaßstab,N,0.039251901,3.533015822,
zerlesen,V,-0.0473798,3.533015822,
zerlumpt,AJ,-0.107929634,3.533015822,
zerlumptheit,N,0.012805932,3.533015822,
zermahlen,V,-0.062514084,3.533015822,
zermalmen,V,-0.124705483,3.533015822,
zermartern,V,-0.033931484,3.533015822,
zermürben,V,-0.645562157,6.584443702,
zermürbend,AJ,-0.065798791,3.533015822,
zernagen,V,-0.118555528,3.533015822,
zerplatzen,V,-0.829953431,3.533015822,
zerpulvern,V,-0.062514084,3.533015822,
zerquetschen,V,-0.055187006,3.533015822,
zerraufen,V,-0.027608318,3.533015822,
zerrbild,N,-0.470135485,6.687792676,
zerreibbarkeit,N,-0.01910005,3.533015822,
zerreiben,V,-0.062813283,3.533015822,
zerreibmaschine,N,-0.030273962,3.533015822,
zerreißen,V,-0.106195031,3.533015822,
zerreißend,AJ,-0.093529112,3.533015822,
zerren,V,-0.054230568,3.533015822,
zerrissenheit,N,-0.730753767,4.943675684,
zerrsichtigkeit,N,-0.026174656,3.533015822,
zerrütten,V,-0.993986513,6.584443702,
zerrüttung,N,-0.064384467,3.533015822,
zerschellen,V,-0.036171279,3.533015822,
zerschlagen,V,-0.065440002,3.533015822,
zerschlagenheit,N,-0.511527637,4.943675684,
zerschlagung,N,-0.414100228,8.827833906,
zerschlissen,AJ,-0.106195031,3.533015822,
zerschmelzen,V,0.001757792,3.533015822,
zerschmettern,V,-0.036171279,3.533015822,
zerschmetternd,AJ,-0.102140709,3.533015822,
zerschneideblatt-system,N,-0.025891144,3.533015822,
zerschneiden,V,-0.035696712,3.533015822,
zerschnitzeln,V,-0.829953431,3.533015822,
zerschnitzelt,V,-0.027009423,3.533015822,
zerschnitzelte,V,-0.829953431,3.533015822,
zerschrammen,V,-0.511527637,4.943675684,
zerschrammt,V,-0.059209791,3.533015822,
zersetzbar,V,-0.062982925,3.533015822,
zersetzen,V,-0.623188179,8.827833906,
zersetzung,N,-0.016262191,3.533015822,
zersiedelung,N,-0.009229912,3.533015822,
zerspalten,V,-0.015218358,3.533015822,
zersplittern,V,-0.055139616,3.533015822,
zersplitterung,N,-0.031198613,3.533015822,
zerspringen,V,-0.048290757,3.533015822,
zersprühen,V,-0.085697671,3.533015822,
zerstampfen,V,-0.015405928,3.533015822,
zerstrahlung,N,-0.829953431,3.533015822,
zerstrahlungsphoton,N,-0.822105707,3.533015822,
zerstreubar,V,0.045848121,3.533015822,
zerstreuen,V,0.048056213,3.533015822,
zerstreuend,AJ,0.051033729,3.533015822,
zerstreut,AJ,-0.421581799,6.584443702,
zerstreutheit,N,0.050345506,3.533015822,
zerstreuung,N,-0.829953431,3.533015822,
zerstrittenheit,N,-0.730753767,4.943675684,
zerstäuben,V,-0.062813283,3.533015822,
zerstäuber,N,-0.027100137,3.533015822,
zerstäuberdruck,N,-0.011793804,3.533015822,
zerstäuberdüse,N,-0.011288695,3.533015822,
zerstäuberluftdüse,N,-0.011793804,3.533015822,
zerstäubung,N,-0.060240842,3.533015822,
zerstäubungsdüse,N,-0.053245413,3.533015822,
zerstörbar,AJ,-0.025577007,3.533015822,
zerstörbarkeit,N,-0.041056468,3.533015822,
zerstören,V,-0.171886675,3.533015822,
zerstörend,AJ,-0.829953431,3.533015822,
zerstörer,N,-0.465416053,6.687792676,
zerstörerisch,AJ,-0.918381236,8.827833906,
zerstörung,N,-0.815362192,8.827833906,
zerstörungsfrei,AJ,-0.829953431,3.533015822,
zerstörungskraft,N,-0.050580848,3.533015822,
zerstörungswut,N,-0.619693486,6.584443702,
zerstückeln,V,-0.093068488,3.533015822,
zerstückelung,N,-0.561865168,6.584443702,
zerstücklung,N,0.005347888,3.533015822,
zerteilen,V,-0.005093466,3.533015822,
zerteilung,N,-0.045164904,3.533015822,
zertifikation,N,0.117597762,3.533015822,
zertifizieren,V,0.061652261,3.533015822,
zertifizierung,N,0.117597762,3.533015822,
zertifizierungsbehörde,N,0.031165747,3.533015822,
zertifizierungsstelle,N,0.031165747,3.533015822,
zertrampeln,V,-0.829953431,3.533015822,
zertrennen,V,-0.063233405,3.533015822,
zertreten,V,-0.124705483,3.533015822,
zertrümmern,V,-0.082860974,3.533015822,
zertrümmernd,AJ,0.07596099,3.533015822,
zertrümmert,V,0.001707554,3.533015822,
zertrümmerung,N,-0.577632681,6.584443702,
zerussit,N,0.010124768,3.533015822,
zervelatwurst,N,0.000575167,3.533015822,
zervikal,V,0.010763085,3.533015822,
zervikalkanal,N,-0.008624378,3.533015822,
zervix,N,0.006401879,3.533015822,
zervixatresie,N,-0.027659692,3.533015822,
zervixschleim,N,-0.008407511,3.533015822,
zerwühlen,V,-0.829953431,3.533015822,
zerwürfnis,N,-0.993986513,6.584443702,
zerzausen,V,-0.027608318,3.533015822,
zession,N,-0.02003491,3.533015822,
zessionar,N,0.007330398,3.533015822,
zessionsfähig,V,0.007270649,3.533015822,
zet,N,0.001130994,3.533015822,
zeta,N,0.001905681,3.533015822,
zetapotenzial,N,0.001905681,3.533015822,
zetergeschrei,N,-0.5031979,6.687792676,
zetern,N,-0.826165391,3.533015822,
zetern,V,-0.57592458,6.584443702,
zettel,N,0.007520351,6.687792676,
zettelankleben,N,-0.00231728,3.533015822,
zetteln,V,-0.084886558,3.533015822,
zeug,N,0.058262731,3.533015822,
zeugen,V,0.013029771,3.533015822,
zeugenaussage,N,0.026652544,3.533015822,
zeugeneinschüchterung,N,-0.514014942,6.687792676,
zeugenvereidigung,N,-0.027476853,3.533015822,
zeughaus,N,0.035029244,3.533015822,
zeugin,N,0.010148339,3.533015822,
zeugma,N,0.012695466,3.533015822,
zeugnis,N,0.829953431,3.533015822,
zeugnisunfähigkeit,N,-0.063198049,3.533015822,
zeugung,N,-0.007954108,3.533015822,
zeugungsfähig,AJ,0.315747565,6.584443702,
zeugungsfähigkeit,N,0.056313751,3.533015822,
zeugungskraft,N,0.077340123,3.533015822,
zeugungskräftig,V,0.07210818,3.533015822,
zeugungsorgan,N,0.014950283,3.533015822,
zeugungsunfähig,AJ,-0.730753767,4.943675684,
zeugungsunfähigkeit,N,-0.150821627,3.533015822,
zibbe,N,0.008195749,3.533015822,
zibetkatze,N,0.018368197,3.533015822,
zichorie,N,-0.011887265,3.533015822,
zick-zack-profil,N,-0.017732453,3.533015822,
zick-zack-stich,N,-0.017732453,3.533015822,
zicke,N,-0.074180457,3.533015822,
zicken,V,-0.730753767,4.943675684,
zickig,AJ,-0.829389025,6.584443702,
zicklein,N,0.829953431,3.533015822,
zickzack-apparat,N,-0.015890205,3.533015822,
zickzack...,N,-0.015890205,3.533015822,
zickzack,N,-0.015890205,3.533015822,
zickzack,V,-0.016292816,3.533015822,
zickzackanordnung,N,-0.017732453,3.533015822,
zickzackfuß,N,-0.015890205,3.533015822,
zickzackförmig,AJ,-0.082624935,3.533015822,
zickzackkurs,N,-0.015890205,3.533015822,
zickzackleiste,N,-0.012476109,3.533015822,
zickzacklinie,N,-0.017732453,3.533015822,
zickzackschaltung,N,-0.015890205,3.533015822,
zickzackskala,N,-0.02491902,3.533015822,
zickzackstichsteller,N,-0.015890205,3.533015822,
zickzackverlauf,N,-0.017732453,3.533015822,
zidovudin,N,-0.052291963,3.533015822,
ziege,N,0.002623765,3.533015822,
ziegel,N,0.015041744,3.533015822,
ziegeldraht,N,-0.009664808,3.533015822,
ziegelei,N,0.000569136,3.533015822,
ziegelhammer,N,0.005597729,3.533015822,
ziegelmauerung,N,-0.003601848,3.533015822,
ziegelmauerwerk,N,-0.003601848,3.533015822,
ziegelofen,N,-0.018369442,3.533015822,
ziegelpflasterung,N,-0.002636281,3.533015822,
ziegelrot,AJ,-0.001401982,3.533015822,
ziegelstein,N,0.017353928,3.533015822,
ziegelton,N,-0.025696271,3.533015822,
ziegenbock,N,0.002623765,3.533015822,
ziegenfell,N,-0.005250551,3.533015822,
ziegenhirte,N,-0.001755659,3.533015822,
ziegenhirtin,N,-0.001755659,3.533015822,
ziegenkäse,N,0.000131599,3.533015822,
ziegenleder,N,0.017191141,3.533015822,
ziegenmelker,N,0.001950822,3.533015822,
ziegenmilch,N,0.012277667,3.533015822,
ziegenpeter,N,-0.049940124,3.533015822,
ziegler-tumor,N,0.033756613,3.533015822,
ziegler,NE,0.033756613,3.533015822,
ziehbalken,N,-0.015936102,3.533015822,
ziehbereich,N,-0.00334682,3.533015822,
ziehen,AJ,0,4.943675684,
ziehen,N,-0.020666587,3.533015822,
ziehen,V,-0.391832954,6.687792676,
ziehgerät,N,-0.029342091,3.533015822,
ziehharmonika,N,-0.033067669,3.533015822,
ziehkind,N,0.026821273,3.533015822,
ziehmesser,N,-0.030752513,3.533015822,
ziehriefenbildung,N,-0.008124746,3.533015822,
ziehringe,N,-0.003548466,3.533015822,
ziehsäge,N,-0.004525263,3.533015822,
ziehung,N,0.004086616,3.533015822,
ziel,N,0.010385041,3.533015822,
zieladresse,N,0.052213947,3.533015822,
zielbewusst,AJ,0.730753767,4.943675684,
zielbewußt,AJ,0.672009448,9.739220557,
zielbiopsie,N,-0.001221384,3.533015822,
zielen,V,0.441505097,6.687792676,
zielgenau,AJ,0.066295518,3.533015822,
zielgenauigkeit,N,0.022508337,3.533015822,
zielgerichtet,AJ,0.622426641,8.827833906,
zielgesteuert,AJ,0.365376884,4.943675684,
zielgruppe,N,0.061890291,3.533015822,
zielkonflikt,N,0.06332221,3.533015822,
zielkongruenz,N,0.067817985,3.533015822,
ziellinie,N,0.016166829,3.533015822,
ziellos,AJ,-0.951497178,11.98261076,
ziellosigkeit,N,-0.007932321,3.533015822,
zielmarke,N,-0.001671385,3.533015822,
zielorientiert,AJ,0.394997842,6.584443702,
zielpunkt,N,0.011428127,3.533015822,
zielrichter,N,0.032657423,3.533015822,
zielscheibe,N,0.044245647,3.533015822,
zielsetzung,N,0.011428127,3.533015822,
zielsicher,AJ,0.551196635,6.584443702,
zielsicherheit,N,0.022508337,3.533015822,
zielstellung,N,0.011428127,3.533015822,
zielstrebig,AJ,0.486321506,8.827833906,
zielstrebigkeit,N,0.580915552,6.584443702,
zielstärkennutzung,N,0.044814912,3.533015822,
zielsuche,N,-0.042706499,3.533015822,
zielvorgabe,N,0.044245647,3.533015822,
ziemen,V,0.829953431,3.533015822,
ziemer,NE,0.018411438,3.533015822,
ziemlich,AJ,0.050436859,3.533015822,
zier...,N,0.023002491,3.533015822,
zierat,N,0.078520151,3.533015822,
zierbeton,N,0.030691844,3.533015822,
zierbuchstabe,N,0.008335803,3.533015822,
zierde,N,0.078520151,3.533015822,
zierdeckchen,N,0.006536082,3.533015822,
zierecken,N,-0.001093339,3.533015822,
zieren,V,0.829389025,6.584443702,
zierend,AJ,0.023637655,3.533015822,
ziererei,N,-0.787912057,3.533015822,
zierfisch,N,0.030691844,3.533015822,
ziergiebel,N,-0.001649449,3.533015822,
ziergitter,N,-0.030587021,3.533015822,
zierkirsch,N,0.023002491,3.533015822,
zierleiste,N,0.063728804,3.533015822,
zierlich,AJ,0.046656994,3.533015822,
zierlichkeit,N,0.007059683,3.533015822,
ziernaht,N,0.011644828,3.533015822,
zierrahmen,N,-0.005538213,3.533015822,
zierscheibe,N,0.030691844,3.533015822,
zierschrift,N,0.008335803,3.533015822,
zierspargel,N,0.006970829,3.533015822,
zierstrauch,N,-0.000489174,3.533015822,
zierwerk,N,0.01394579,3.533015822,
ziesel,N,-0.000156596,3.533015822,
ziest,N,0.009664476,3.533015822,
ziffer,N,-0.05364155,3.533015822,
ziffernblock,N,0.003357162,3.533015822,
zig-mal,V,0.002570515,3.533015822,
zig,ADJA,0.002570515,3.533015822,
zigarette,N,-0.022249226,3.533015822,
zigarettenabhängigkeit,N,-0.730753767,4.943675684,
zigarettenautomat,N,-0.014352667,3.533015822,
zigarettenraucher,N,-0.000564637,3.533015822,
zigarettenverkäufer,N,-0.014352667,3.533015822,
zigarre,N,-0.002363185,3.533015822,
zigarrenabschneider,N,-0.002363185,3.533015822,
zigarrenetui,N,-0.002363185,3.533015822,
zigarrenhändler,N,0.00083285,3.533015822,
zigarrenhändlerin,N,0.00083285,3.533015822,
zigarrenkiste,N,-0.002363185,3.533015822,
zigarrenraucher,N,-0.002363185,3.533015822,
zigarrenspitz,N,-0.002363185,3.533015822,
zigarrenstummel,N,-0.002363185,3.533015822,
zigeuner,N,-0.824122286,3.533015822,
zigeunerin,N,-0.020381913,3.533015822,
zigeunerleben,N,0.005831145,3.533015822,
zikade,N,-0.011446137,3.533015822,
zikkurat,N,0.000856329,3.533015822,
zille,N,-0.012963043,3.533015822,
zilpzalp,N,0.000241551,3.533015822,
zimbal,N,-0.012154419,3.533015822,
zimbel,N,-0.012154419,3.533015822,
zimmer,N,0.000335633,3.533015822,
zimmerarbeit,N,0.002501629,3.533015822,
zimmercalla,N,0.005856334,3.533015822,
zimmerei,N,0.002501629,3.533015822,
zimmerer,N,0.004072913,3.533015822,
zimmererhandwerk,N,0.002501629,3.533015822,
zimmerflucht,N,0.025908158,3.533015822,
zimmerfächer,N,-0.014395044,3.533015822,
zimmergenosse,N,0.071524889,3.533015822,
zimmergenossin,N,0.071524889,3.533015822,
zimmerhandwerk,N,0.002501629,3.533015822,
zimmerin,N,0.004072913,3.533015822,
zimmerkalla,N,0.00019362,3.533015822,
zimmerkamerad,N,0.071524889,3.533015822,
zimmerkellner,N,-0.031669861,3.533015822,
zimmermann,N,0.004072913,3.533015822,
zimmermannsarbeiten,N,0.002501629,3.533015822,
zimmermannshandwerk,N,0.002501629,3.533015822,
zimmermädchen,N,0.014827284,3.533015822,
zimmern,V,0.000867326,3.533015822,
zimmerofen,N,-0.00175028,3.533015822,
zimmerpflanze,N,0.017589618,3.533015822,
zimmerspringbrunnen,N,0.002442279,3.533015822,
zimmertanne,N,0.008652524,3.533015822,
zimmerung,N,0.002668242,3.533015822,
zimmervermittlung,N,0.016975121,3.533015822,
zimmervoll,N,8.29E-05,3.533015822,
zimmet,N,-0.001240971,3.533015822,
zimperlich,AJ,-0.367252825,6.584443702,
zimperlichkeit,N,-0.035389131,3.533015822,
zimt,N,-0.001240971,3.533015822,
zimtbaum,N,-0.001240971,3.533015822,
zimtbrötchen,N,0.016722126,3.533015822,
zimtfarbe,N,-0.001240971,3.533015822,
zimtkolibri,N,0.014203906,3.533015822,
zimtrinde,N,-0.001240971,3.533015822,
zimtöl,N,-0.001240971,3.533015822,
zink,N,-0.035375918,3.533015822,
zinkblende,N,-0.008526942,3.533015822,
zinkdiffundiert,V,-0.013923465,3.533015822,
zinken,N,-0.037452811,3.533015822,
zinken,V,0.003173468,3.533015822,
zinkenlänge,N,-0.00526461,3.533015822,
zinkspat,N,0.008552089,3.533015822,
zinkspinell,N,-0.007579301,3.533015822,
zinktellurid,N,0.001802327,3.533015822,
zinkätzung,N,-0.006650276,3.533015822,
zinn-antimon-kupfer-legierung,N,-0.002453342,3.533015822,
zinn,N,0.819857545,3.533015822,
zinnarbeit,N,-0.001608524,3.533015822,
zinnblechbüchse,N,-0.009222443,3.533015822,
zinnen,N,-0.010095886,3.533015822,
zinnenbewehrt,V,0.010979122,3.533015822,
zinnenfenster,N,-0.006345533,3.533015822,
zinnern,AJ,-0.108831793,3.533015822,
zinnerz,N,-0.02236932,3.533015822,
zinnfolie,N,0.020060721,3.533015822,
zinngefäß,N,-0.001608524,3.533015822,
zinngerät,N,-0.001608524,3.533015822,
zinngeschirr,N,-0.001608524,3.533015822,
zinngeschrei,N,-0.017258467,3.533015822,
zinnhaltig,V,-0.108831793,3.533015822,
zinnie,N,0.030043484,3.533015822,
zinnkraut,N,-0.007984052,3.533015822,
zinnlöten,N,0.021330052,3.533015822,
zinnober,N,0.018503214,3.533015822,
zinnoberrot,AJ,0.027017806,3.533015822,
zinnoberrot,N,0.018503214,3.533015822,
zinnrot,V,0.027017806,3.533015822,
zinnstein,N,-0.01902411,3.533015822,
zinnwaldit,N,-0.012963458,3.533015822,
zins-arbitrage,N,-0.037644281,3.533015822,
zinsbewußt,AJ,0.074387149,3.533015822,
zinsbringend,AJ,0.02838059,3.533015822,
zinserhöhung,N,0.511527637,4.943675684,
zinsfrei,AJ,0.02838059,3.533015822,
zinsleiste,N,-0.00694276,3.533015822,
zinslos,AJ,0.02838059,3.533015822,
zinspflichtig,AJ,0.02838059,3.533015822,
zinsrechnung,N,0.009660907,3.533015822,
zinstragend,V,0.02838059,3.533015822,
zinswucher,N,-0.018299975,3.533015822,
zinszahl,N,0.005670258,3.533015822,
zion,N,0.019643919,3.533015822,
zionismus,N,0.004421801,3.533015822,
zionist,N,0.007151128,3.533015822,
zionistin,N,0.007151128,3.533015822,
zionistisch,AJ,0.00506748,3.533015822,
zipfel,N,-0.010343046,3.533015822,
zipperlein,N,-0.028514212,3.533015822,
zirbelkiefer,N,0.000678299,3.533015822,
zirconium,N,0.023419709,3.533015822,
zirka,AV,0.030980419,3.533015822,
zirkadian,V,-0.000736398,3.533015822,
zirkel,N,-0.829953431,3.533015822,
zirkeln,V,0.00653429,3.533015822,
zirkelschluß,N,0.063089408,3.533015822,
zirkelverlängerung,N,0.003277138,3.533015822,
zirkon,N,0.003215754,3.533015822,
zirkonerde,N,-0.056247355,3.533015822,
zirkonerzeugnis,N,0.003215754,3.533015822,
zirkoniumborid,N,0.023419709,3.533015822,
zirkoniumbromid,N,0.023419709,3.533015822,
zirkoniumchlorid,N,0.023419709,3.533015822,
zirkoniumdioxid,N,-0.056247355,3.533015822,
zirkoniumkarbid,N,0.023419709,3.533015822,
zirkoniumkarbonat,N,0.023419709,3.533015822,
zirkoniumkomplex,N,0.023419709,3.533015822,
zirkoniumverbindung,N,0.023419709,3.533015822,
zirkoniumzusatz,N,0.023419709,3.533015822,
zirkonkorund,N,0.003215754,3.533015822,
zirkonmullit,N,-0.056247355,3.533015822,
